symbol,name,exchange_name,quote_type,output_amount_formatted,price_per_token,slippage_limit_percent,quoted_at
uLINK,uLINK Token,KyberSwap,SELL,990.63966100,13.53091178,0.50,2025-06-09 05:12:21.843975+00
uLINK,uLINK Token,Universal Assets,BUY,73.21307515,13.65876243,0.20,2025-06-09 05:12:21.689443+00
uSHIB,uSHIB Token,KyberSwap,SELL,993.80200300,0.00001237,0.50,2025-06-09 05:12:21.330777+00
uSHIB,uSHIB Token,Universal Assets,BUY,80320654.09949592,0.00001245,0.20,2025-06-09 05:12:21.176411+00
uDOGE,uDOGE Token,KyberSwap,SELL,994.43406900,0.18093606,0.50,2025-06-09 05:12:20.791709+00
uDOGE,uDOGE Token,Universal Assets,BUY,5496.05238088,0.18194878,0.20,2025-06-09 05:12:20.635563+00
uSEI,uSEI Token,KyberSwap,SELL,840.18658700,0.15810732,0.50,2025-06-09 05:12:20.169419+00
uSEI,uSEI Token,Universal Assets,BUY,5314.02719111,0.18818120,0.20,2025-06-09 05:12:20.01487+00
uBTC,Bitcoin,KyberSwap,SELL,993.59162000,105235.44859205,0.50,2025-06-09 05:12:19.643229+00
uBTC,Bitcoin,Universal Assets,BUY,0.00944161,105914.18694942,0.20,2025-06-09 05:12:19.485004+00
uAPT,uAPT Token,KyberSwap,SELL,957.99995800,4.49193485,0.50,2025-06-09 05:12:02.210223+00
uAPT,uAPT Token,Universal Assets,BUY,213.27111581,4.68886748,0.20,2025-06-09 05:12:02.041665+00
uLINK,uLINK Token,KyberSwap,SELL,990.95450500,13.53268909,0.50,2025-06-09 05:12:01.669653+00
uLINK,uLINK Token,Universal Assets,BUY,73.22672519,13.65621633,0.20,2025-06-09 05:12:01.491016+00
uSHIB,uSHIB Token,KyberSwap,SELL,993.93256300,0.00001237,0.50,2025-06-09 05:12:01.108458+00
uSHIB,uSHIB Token,Universal Assets,BUY,80320654.09949592,0.00001245,0.20,2025-06-09 05:12:00.883849+00
uDOGE,uDOGE Token,KyberSwap,SELL,994.63141900,0.18096534,0.50,2025-06-09 05:12:00.338328+00
uDOGE,uDOGE Token,Universal Assets,BUY,5496.25357780,0.18194211,0.20,2025-06-09 05:12:00.122916+00
uSEI,uSEI Token,KyberSwap,SELL,840.29324500,0.15814265,0.50,2025-06-09 05:11:59.690639+00
uSEI,uSEI Token,Universal Assets,BUY,5313.51450271,0.18819935,0.20,2025-06-09 05:11:59.527794+00
uBTC,Bitcoin,KyberSwap,SELL,993.62590900,105251.05196725,0.50,2025-06-09 05:11:59.142891+00
uBTC,Bitcoin,Universal Assets,BUY,0.00944053,105926.23543117,0.20,2025-06-09 05:11:58.981771+00
uAPT,uAPT Token,KyberSwap,SELL,957.84481000,4.49120738,0.50,2025-06-09 05:11:42.331435+00
uAPT,uAPT Token,Universal Assets,BUY,213.27111581,4.68886748,0.20,2025-06-09 05:11:42.168279+00
uLINK,uLINK Token,KyberSwap,SELL,990.25451100,13.52883165,0.50,2025-06-09 05:11:41.72762+00
uLINK,uLINK Token,Universal Assets,BUY,73.19586322,13.66197427,0.20,2025-06-09 05:11:41.572799+00
uSHIB,uSHIB Token,KyberSwap,SELL,992.97370000,0.00001237,0.50,2025-06-09 05:11:41.203431+00
uSHIB,uSHIB Token,Universal Assets,BUY,80255931.57403299,0.00001246,0.20,2025-06-09 05:11:40.987121+00
uDOGE,uDOGE Token,KyberSwap,SELL,993.72663600,0.18091048,0.50,2025-06-09 05:11:40.605447+00
uDOGE,uDOGE Token,Universal Assets,BUY,5492.91920822,0.18205256,0.20,2025-06-09 05:11:40.440426+00
uSEI,uSEI Token,KyberSwap,SELL,839.86570800,0.15802672,0.50,2025-06-09 05:11:40.018444+00
uSEI,uSEI Token,Universal Assets,BUY,5314.70710157,0.18815712,0.20,2025-06-09 05:11:39.864596+00
uBTC,Bitcoin,KyberSwap,SELL,993.57681900,105246.25661000,0.50,2025-06-09 05:11:39.406446+00
uBTC,Bitcoin,Universal Assets,BUY,0.00944050,105926.64260820,0.20,2025-06-09 05:11:39.240044+00
uAPT,uAPT Token,KyberSwap,SELL,957.44492900,4.48933239,0.50,2025-06-09 05:11:22.707262+00
uAPT,uAPT Token,Universal Assets,BUY,213.27111581,4.68886748,0.20,2025-06-09 05:11:22.554588+00
uLINK,uLINK Token,KyberSwap,SELL,990.61811900,13.52484767,0.50,2025-06-09 05:11:22.139932+00
uLINK,uLINK Token,Universal Assets,BUY,73.24430878,13.65293791,0.20,2025-06-09 05:11:21.961875+00
uSHIB,uSHIB Token,KyberSwap,SELL,993.35667200,0.00001237,0.50,2025-06-09 05:11:21.587534+00
uSHIB,uSHIB Token,Universal Assets,BUY,80320654.09949592,0.00001245,0.20,2025-06-09 05:11:21.436226+00
uDOGE,uDOGE Token,KyberSwap,SELL,994.41013000,0.18085519,0.50,2025-06-09 05:11:21.008441+00
uDOGE,uDOGE Token,Universal Assets,BUY,5498.37755788,0.18187183,0.20,2025-06-09 05:11:20.844334+00
uSEI,uSEI Token,KyberSwap,SELL,839.80946400,0.15789979,0.50,2025-06-09 05:11:20.323974+00
uSEI,uSEI Token,Universal Assets,BUY,5318.62308908,0.18801859,0.20,2025-06-09 05:11:20.146186+00
uBTC,Bitcoin,KyberSwap,SELL,993.67981400,105232.81725475,0.50,2025-06-09 05:11:19.76648+00
uBTC,Bitcoin,Universal Assets,BUY,0.00944268,105902.13846766,0.20,2025-06-09 05:11:19.610044+00
uAPT,uAPT Token,KyberSwap,SELL,957.39028600,4.48907618,0.50,2025-06-09 05:11:01.499155+00
uAPT,uAPT Token,Universal Assets,BUY,213.27111581,4.68886748,0.20,2025-06-09 05:11:01.346009+00
uLINK,uLINK Token,KyberSwap,SELL,990.03809900,13.52407698,0.50,2025-06-09 05:11:00.971571+00
uLINK,uLINK Token,Universal Assets,BUY,73.20559477,13.66015812,0.20,2025-06-09 05:11:00.760645+00
uSHIB,uSHIB Token,KyberSwap,SELL,993.29997900,0.00001237,0.50,2025-06-09 05:11:00.30369+00
uSHIB,uSHIB Token,Universal Assets,BUY,80320654.09949592,0.00001245,0.20,2025-06-09 05:11:00.069438+00
uDOGE,uDOGE Token,KyberSwap,SELL,993.20197300,0.18082127,0.50,2025-06-09 05:10:59.686417+00
uDOGE,uDOGE Token,Universal Assets,BUY,5492.72767997,0.18205891,0.20,2025-06-09 05:10:59.518968+00
uSEI,uSEI Token,KyberSwap,SELL,839.76004200,0.15792252,0.50,2025-06-09 05:10:59.08384+00
uSEI,uSEI Token,Universal Assets,BUY,5317.54463873,0.18805672,0.20,2025-06-09 05:10:58.905243+00
uBTC,Bitcoin,KyberSwap,SELL,993.60749600,105227.15386753,0.50,2025-06-09 05:10:58.428541+00
uBTC,Bitcoin,Universal Assets,BUY,0.00944250,105904.14654796,0.20,2025-06-09 05:10:58.254434+00
uAPT,uAPT Token,KyberSwap,SELL,957.20781500,4.48822060,0.50,2025-06-09 05:10:41.707633+00
uAPT,uAPT Token,Universal Assets,BUY,213.27111581,4.68886748,0.20,2025-06-09 05:10:41.554703+00
uLINK,uLINK Token,KyberSwap,SELL,990.70913800,13.52120433,0.50,2025-06-09 05:10:41.154971+00
uLINK,uLINK Token,Universal Assets,BUY,73.27077632,13.64800607,0.20,2025-06-09 05:10:40.997991+00
uSHIB,uSHIB Token,KyberSwap,SELL,993.88776900,0.00001236,0.50,2025-06-09 05:10:40.633816+00
uSHIB,uSHIB Token,Universal Assets,BUY,80385481.10038333,0.00001244,0.20,2025-06-09 05:10:40.405151+00
uDOGE,uDOGE Token,KyberSwap,SELL,994.30686200,0.18080646,0.50,2025-06-09 05:10:39.928777+00
uDOGE,uDOGE Token,Universal Assets,BUY,5499.28833766,0.18184171,0.20,2025-06-09 05:10:39.774038+00
uSEI,uSEI Token,KyberSwap,SELL,839.60800000,0.15777763,0.50,2025-06-09 05:10:39.388316+00
uSEI,uSEI Token,Universal Assets,BUY,5321.46423389,0.18791820,0.20,2025-06-09 05:10:39.143999+00
uBTC,Bitcoin,KyberSwap,SELL,993.69930600,105221.54206310,0.50,2025-06-09 05:10:38.640366+00
uBTC,Bitcoin,Universal Assets,BUY,0.00944388,105888.71445091,0.20,2025-06-09 05:10:38.448659+00
uAPT,uAPT Token,KyberSwap,SELL,957.21106000,4.48823581,0.50,2025-06-09 05:10:21.790862+00
uAPT,uAPT Token,Universal Assets,BUY,213.27111581,4.68886748,0.20,2025-06-09 05:10:21.625068+00
uLINK,uLINK Token,KyberSwap,SELL,990.59706400,13.52153741,0.50,2025-06-09 05:10:21.267905+00
uLINK,uLINK Token,Universal Assets,BUY,73.26068287,13.64988642,0.20,2025-06-09 05:10:21.11558+00
uSHIB,uSHIB Token,KyberSwap,SELL,993.11354500,0.00001236,0.50,2025-06-09 05:10:20.720364+00
uSHIB,uSHIB Token,Universal Assets,BUY,80320654.09949592,0.00001245,0.20,2025-06-09 05:10:20.555585+00
uDOGE,uDOGE Token,KyberSwap,SELL,993.79496900,0.18081316,0.50,2025-06-09 05:10:19.962496+00
uDOGE,uDOGE Token,Universal Assets,BUY,5496.25357780,0.18194211,0.20,2025-06-09 05:10:19.799162+00
uSEI,uSEI Token,KyberSwap,SELL,839.60866500,0.15786204,0.50,2025-06-09 05:10:19.440878+00
uSEI,uSEI Token,Universal Assets,BUY,5318.62308908,0.18801859,0.20,2025-06-09 05:10:19.286624+00
uBTC,Bitcoin,KyberSwap,SELL,993.54781900,105224.04597509,0.50,2025-06-09 05:10:18.922041+00
uBTC,Bitcoin,Universal Assets,BUY,0.00944221,105907.37955723,0.20,2025-06-09 05:10:18.764032+00
uAPT,uAPT Token,KyberSwap,SELL,955.36781500,4.48918536,0.50,2025-06-09 05:10:01.140625+00
uAPT,uAPT Token,Universal Assets,BUY,212.81540830,4.69890788,0.20,2025-06-09 05:10:00.978898+00
uLINK,uLINK Token,KyberSwap,SELL,990.18492800,13.52319145,0.50,2025-06-09 05:10:00.614325+00
uLINK,uLINK Token,Universal Assets,BUY,73.22124599,13.65723823,0.20,2025-06-09 05:10:00.457579+00
uSHIB,uSHIB Token,KyberSwap,SELL,993.23553000,0.00001237,0.50,2025-06-09 05:09:59.958278+00
uSHIB,uSHIB Token,Universal Assets,BUY,80320654.09949592,0.00001245,0.20,2025-06-09 05:09:59.807064+00
uDOGE,uDOGE Token,KyberSwap,SELL,993.64253600,0.18083531,0.50,2025-06-09 05:09:59.447739+00
uDOGE,uDOGE Token,Universal Assets,BUY,5494.73745357,0.18199232,0.20,2025-06-09 05:09:59.281663+00
uSEI,uSEI Token,KyberSwap,SELL,839.70652000,0.15801529,0.50,2025-06-09 05:09:58.910441+00
uSEI,uSEI Token,Universal Assets,BUY,5314.08400871,0.18817919,0.20,2025-06-09 05:09:58.757211+00
uBTC,Bitcoin,KyberSwap,SELL,993.54261300,105243.25699224,0.50,2025-06-09 05:09:58.378878+00
uBTC,Bitcoin,Universal Assets,BUY,0.00944044,105927.27037087,0.20,2025-06-09 05:09:57.986729+00
uAPT,uAPT Token,KyberSwap,SELL,955.15103500,4.48816673,0.50,2025-06-09 05:09:41.334633+00
uAPT,uAPT Token,Universal Assets,BUY,212.81540830,4.69890788,0.20,2025-06-09 05:09:41.156976+00
uLINK,uLINK Token,KyberSwap,SELL,989.90809300,13.52012205,0.50,2025-06-09 05:09:40.748441+00
uLINK,uLINK Token,Universal Assets,BUY,73.21739327,13.65795688,0.20,2025-06-09 05:09:40.578454+00
uSHIB,uSHIB Token,KyberSwap,SELL,992.38128100,0.00001237,0.50,2025-06-09 05:09:40.114722+00
uSHIB,uSHIB Token,Universal Assets,BUY,80255931.57403299,0.00001246,0.20,2025-06-09 05:09:39.92473+00
uDOGE,uDOGE Token,KyberSwap,SELL,993.24368000,0.18079264,0.50,2025-06-09 05:09:39.482879+00
uDOGE,uDOGE Token,Universal Assets,BUY,5493.82818045,0.18202244,0.20,2025-06-09 05:09:39.311456+00
uSEI,uSEI Token,KyberSwap,SELL,839.65879800,0.15807040,0.50,2025-06-09 05:09:38.855167+00
uSEI,uSEI Token,Universal Assets,BUY,5311.92940871,0.18825551,0.20,2025-06-09 05:09:38.695534+00
uBTC,Bitcoin,KyberSwap,SELL,993.37019500,105228.96367494,0.50,2025-06-09 05:09:38.312442+00
uBTC,Bitcoin,Universal Assets,BUY,0.00944008,105931.26732068,0.20,2025-06-09 05:09:38.148586+00
uAPT,uAPT Token,KyberSwap,SELL,955.21859900,4.48848421,0.50,2025-06-09 05:09:21.282787+00
uAPT,uAPT Token,Universal Assets,BUY,212.81540830,4.69890788,0.20,2025-06-09 05:09:21.098191+00
uLINK,uLINK Token,KyberSwap,SELL,990.48772200,13.52107839,0.50,2025-06-09 05:09:20.530907+00
uLINK,uLINK Token,Universal Assets,BUY,73.25508317,13.65092983,0.20,2025-06-09 05:09:20.200087+00
uSHIB,uSHIB Token,KyberSwap,SELL,993.07986700,0.00001236,0.50,2025-06-09 05:09:19.800764+00
uSHIB,uSHIB Token,Universal Assets,BUY,80320654.09949592,0.00001245,0.20,2025-06-09 05:09:19.611325+00
uDOGE,uDOGE Token,KyberSwap,SELL,993.53310500,0.18080542,0.50,2025-06-09 05:09:19.183956+00
uDOGE,uDOGE Token,Universal Assets,BUY,5495.04061150,0.18198228,0.20,2025-06-09 05:09:19.016295+00
uSEI,uSEI Token,KyberSwap,SELL,839.57462800,0.15799047,0.50,2025-06-09 05:09:18.641662+00
uSEI,uSEI Token,Universal Assets,BUY,5314.08400871,0.18817919,0.20,2025-06-09 05:09:18.480127+00
uBTC,Bitcoin,KyberSwap,SELL,993.43218300,105233.47629456,0.50,2025-06-09 05:09:18.078933+00
uBTC,Bitcoin,Universal Assets,BUY,0.00944027,105929.19989442,0.20,2025-06-09 05:09:17.915857+00
uLINK,uLINK Token,KyberSwap,SELL,990.53929100,13.52078416,0.50,2025-06-09 05:09:07.771229+00
uLINK,uLINK Token,Universal Assets,BUY,73.26049137,13.64992210,0.20,2025-06-09 05:09:07.600353+00
uSHIB,uSHIB Token,KyberSwap,SELL,993.05825800,0.00001236,0.50,2025-06-09 05:09:07.225945+00
uSHIB,uSHIB Token,Universal Assets,BUY,80320654.09949592,0.00001245,0.20,2025-06-09 05:09:07.062776+00
uDOGE,uDOGE Token,KyberSwap,SELL,993.76986700,0.18080859,0.50,2025-06-09 05:09:06.65988+00
uDOGE,uDOGE Token,Universal Assets,BUY,5496.25357780,0.18194211,0.20,2025-06-09 05:09:06.496053+00
uSEI,uSEI Token,KyberSwap,SELL,839.55425000,0.15796811,0.50,2025-06-09 05:09:06.117061+00
uSEI,uSEI Token,Universal Assets,BUY,5314.70710157,0.18815712,0.20,2025-06-09 05:09:05.908973+00
uBTC,Bitcoin,KyberSwap,SELL,993.43515500,105233.98087537,0.50,2025-06-09 05:09:05.515973+00
uBTC,Bitcoin,Universal Assets,BUY,0.00944025,105929.39090762,0.20,2025-06-09 05:09:05.347799+00
uAPT,uAPT Token,KyberSwap,SELL,955.12635200,4.48805075,0.50,2025-06-09 05:08:41.007962+00
uAPT,uAPT Token,Universal Assets,BUY,212.81540830,4.69890788,0.20,2025-06-09 05:08:40.843474+00
uLINK,uLINK Token,KyberSwap,SELL,990.61006900,13.51976470,0.50,2025-06-09 05:08:40.282739+00
uLINK,uLINK Token,Universal Assets,BUY,73.27125071,13.64791771,0.20,2025-06-09 05:08:40.013635+00
uSHIB,uSHIB Token,KyberSwap,SELL,992.18963100,0.00001236,0.50,2025-06-09 05:08:39.60716+00
uSHIB,uSHIB Token,Universal Assets,BUY,80256214.46937343,0.00001246,0.20,2025-06-09 05:08:39.409066+00
uDOGE,uDOGE Token,KyberSwap,SELL,993.54668500,0.18078794,0.50,2025-06-09 05:08:39.006335+00
uDOGE,uDOGE Token,Universal Assets,BUY,5495.64702772,0.18196220,0.20,2025-06-09 05:08:38.830031+00
uSEI,uSEI Token,KyberSwap,SELL,839.47880800,0.15797244,0.50,2025-06-09 05:08:38.431735+00
uSEI,uSEI Token,Universal Assets,BUY,5314.08400871,0.18817919,0.20,2025-06-09 05:08:38.254774+00
uBTC,Bitcoin,KyberSwap,SELL,993.41375900,105233.12798487,0.50,2025-06-09 05:08:37.871038+00
uBTC,Bitcoin,Universal Assets,BUY,0.00944012,105930.81385424,0.20,2025-06-09 05:08:37.711333+00
uAPT,uAPT Token,KyberSwap,SELL,955.05512300,4.48771605,0.50,2025-06-09 05:08:22.611093+00
uAPT,uAPT Token,Universal Assets,BUY,212.81540830,4.69890788,0.20,2025-06-09 05:08:22.429001+00
uLINK,uLINK Token,KyberSwap,SELL,989.94443100,13.52061957,0.50,2025-06-09 05:08:22.02037+00
uLINK,uLINK Token,Universal Assets,BUY,73.21738667,13.65795811,0.20,2025-06-09 05:08:21.854846+00
uSHIB,uSHIB Token,KyberSwap,SELL,992.11244800,0.00001236,0.50,2025-06-09 05:08:21.47451+00
uSHIB,uSHIB Token,Universal Assets,BUY,80255931.57403299,0.00001246,0.20,2025-06-09 05:08:21.30644+00
uDOGE,uDOGE Token,KyberSwap,SELL,993.66361300,0.18079924,0.50,2025-06-09 05:08:20.926498+00
uDOGE,uDOGE Token,Universal Assets,BUY,5495.95028603,0.18195216,0.20,2025-06-09 05:08:20.731931+00
uSEI,uSEI Token,KyberSwap,SELL,839.43126200,0.15794497,0.50,2025-06-09 05:08:20.228701+00
uSEI,uSEI Token,Universal Assets,BUY,5314.70710157,0.18815712,0.20,2025-06-09 05:08:20.060414+00
uBTC,Bitcoin,KyberSwap,SELL,993.36544100,105225.33664467,0.50,2025-06-09 05:08:19.607336+00
uBTC,Bitcoin,Universal Assets,BUY,0.00944036,105928.12302665,0.20,2025-06-09 05:08:19.433375+00
uAPT,uAPT Token,KyberSwap,SELL,955.05774900,4.48772839,0.50,2025-06-09 05:08:01.116409+00
uAPT,uAPT Token,Universal Assets,BUY,212.81540830,4.69890788,0.20,2025-06-09 05:08:00.942191+00
uLINK,uLINK Token,KyberSwap,SELL,989.81139700,13.51880260,0.50,2025-06-09 05:08:00.50455+00
uLINK,uLINK Token,Universal Assets,BUY,73.21738667,13.65795811,0.20,2025-06-09 05:08:00.08841+00
uSHIB,uSHIB Token,KyberSwap,SELL,992.11926600,0.00001236,0.50,2025-06-09 05:07:59.694027+00
uSHIB,uSHIB Token,Universal Assets,BUY,80256244.14680696,0.00001246,0.20,2025-06-09 05:07:59.514958+00
uDOGE,uDOGE Token,KyberSwap,SELL,993.58488600,0.18077494,0.50,2025-06-09 05:07:59.108681+00
uDOGE,uDOGE Token,Universal Assets,BUY,5496.25357780,0.18194211,0.20,2025-06-09 05:07:58.943246+00
uSEI,uSEI Token,KyberSwap,SELL,839.43549500,0.15791374,0.50,2025-06-09 05:07:58.555961+00
uSEI,uSEI Token,Universal Assets,BUY,5315.78497643,0.18811897,0.20,2025-06-09 05:07:58.394316+00
uBTC,Bitcoin,KyberSwap,SELL,993.56514500,105225.68701241,0.50,2025-06-09 05:07:57.994073+00
uBTC,Bitcoin,Universal Assets,BUY,0.00944223,105907.18438740,0.20,2025-06-09 05:07:57.817483+00
uAPT,uAPT Token,KyberSwap,SELL,956.43888500,4.48739256,0.50,2025-06-09 05:07:41.07482+00
uAPT,uAPT Token,Universal Assets,BUY,213.13911623,4.69177135,0.20,2025-06-09 05:07:40.902036+00
uLINK,uLINK Token,KyberSwap,SELL,989.84898700,13.51911954,0.50,2025-06-09 05:07:40.527725+00
uLINK,uLINK Token,Universal Assets,BUY,73.21845068,13.65775963,0.20,2025-06-09 05:07:40.29078+00